KD_PROV,KD_KABKOTA,PROVINSI,KABKOTA,kdprov,kdkab,nmprov,nmkab,thn_prior,PCT_STUNTING_2013,PCT_STUNTING_2018
35,3506,JAWA TIMUR,Kediri,35,3506,JAWA TIMUR,Kab. Kediri,2019,34.8,29.4
35,3507,JAWA TIMUR,Malang,35,3507,JAWA TIMUR,Kab. Malang,2018,27.28,31.7
35,3508,JAWA TIMUR,Lumajang,35,3508,JAWA TIMUR,Kab. Lumajang,2021,41.31,34
35,3509,JAWA TIMUR,Jember,35,3509,JAWA TIMUR,Kab. Jember,2018,44.1,38.3
35,3510,JAWA TIMUR,Banyuwangi,35,3510,JAWA TIMUR,Kab. Banyuwangi,2021,37.11,32
35,3511,JAWA TIMUR,Bondowoso,35,3511,JAWA TIMUR,Kab. Bondowoso,2018,56.38,38
35,3512,JAWA TIMUR,Situbondo,35,3512,JAWA TIMUR,Kab. Situbondo,2021,39.33,30.7
35,3513,JAWA TIMUR,Probolinggo,35,3513,JAWA TIMUR,Kab. Probolinggo,2018,49.43,39.9
35,3514,JAWA TIMUR,Pasuruan,35,3514,JAWA TIMUR,Kab. Pasuruan,2020,39.6,39.7
35,3515,JAWA TIMUR,Sidoarjo,35,3515,JAWA TIMUR,Kab. Sidoarjo,2020,30.2,27
35,3516,JAWA TIMUR,Mojokerto,35,3516,JAWA TIMUR,Kab. Mojokerto,2021,30.51,29.9
35,3517,JAWA TIMUR,Jombang,35,3517,JAWA TIMUR,Kab. Jombang,2021,35.71,29.8
35,3518,JAWA TIMUR,Nganjuk,35,3518,JAWA TIMUR,Kab. Nganjuk,2018,44.33,29.6
35,3519,JAWA TIMUR,Madiun,35,3519,JAWA TIMUR,Kab. Madiun,2021,28.63,32.4
35,3520,JAWA TIMUR,Magetan,35,3520,JAWA TIMUR,Kab. Magetan,2021,30.21,30.3
35,3521,JAWA TIMUR,Ngawi,35,3521,JAWA TIMUR,Kab. Ngawi,2020,30.33,40.5
35,3522,JAWA TIMUR,Bojonegoro,35,3522,JAWA TIMUR,Kab. Bojonegoro,2021,36.57,34.9
35,3523,JAWA TIMUR,Tuban,35,3523,JAWA TIMUR,Kab. Tuban,2021,37.65,30.8
35,3524,JAWA TIMUR,Lamongan,35,3524,JAWA TIMUR,Kab. Lamongan,2018,48.87,35.5
35,3525,JAWA TIMUR,Gresik,35,3525,JAWA TIMUR,Kab. Gresik,2021,30.2,27.2
35,3526,JAWA TIMUR,Bangkalan,35,3526,JAWA TIMUR,Kab. Bangkalan,2018,43.21,41.9
35,3527,JAWA TIMUR,Sampang,35,3527,JAWA TIMUR,Kab. Sampang,2018,41.46,47.9
35,3528,JAWA TIMUR,Pamekasan,35,3528,JAWA TIMUR,Kab. Pamekasan,2018,44.6,44.1
35,3529,JAWA TIMUR,Sumenep,35,3529,JAWA TIMUR,Kab. Sumenep,2018,52.44,34.3
35,3571,JAWA TIMUR,Kota Kediri,35,3571,JAWA TIMUR,Kota Kediri,2022,35.07,34.6
35,3572,JAWA TIMUR,Kota Blitar,35,3572,JAWA TIMUR,Kota Blitar,2022,26.44,25.6
35,3573,JAWA TIMUR,Kota Malang,35,3573,JAWA TIMUR,Kota Malang,2021,29.63,23.4
35,3574,JAWA TIMUR,Kota Probolinggo,35,3574,JAWA TIMUR,Kota Probolinggo,2022,29.87,30
35,3575,JAWA TIMUR,Kota Pasuruan,35,3575,JAWA TIMUR,Kota Pasuruan,2022,29.97,34.9
35,3576,JAWA TIMUR,Kota Mojokerto,35,3576,JAWA TIMUR,Kota Mojokerto,2022,33.53,20.9
35,3577,JAWA TIMUR,Kota Madiun,35,3577,JAWA TIMUR,Kota Madiun,2022,32.85,29.1
35,3578,JAWA TIMUR,Kota Surabaya,35,3578,JAWA TIMUR,Kota Surabaya,2020,22.7,28.6
35,3579,JAWA TIMUR,Kota Batu,35,3579,JAWA TIMUR,Kota Batu,2022,33.05,28.3
36,3601,BANTEN,Pandeglang,36,3601,BANTEN,Kab. Pandeglang,2018,38.57,39.5
36,3602,BANTEN,Lebak,36,3602,BANTEN,Kab. Lebak,2019,38.11,40.2
36,3603,BANTEN,Tangerang,36,3603,BANTEN,Kab. Tangerang,2020,32.3,23.2
36,3604,BANTEN,Serang,36,3604,BANTEN,Kab. Serang,2020,36.69,32
36,3671,BANTEN,Kota Tangerang,36,3671,BANTEN,Kota Tangerang,2021,28.57,19.1
36,3672,BANTEN,Kota Cilegon,36,3672,BANTEN,Kota Cilegon,2022,31.39,23.3
36,3673,BANTEN,Kota Serang,36,3673,BANTEN,Kota Serang,2021,31.19,24.6
36,3674,BANTEN,Kota Tangerang Selatan,36,3674,BANTEN,Kota Tangerang Selatan,2021,28.94,19.8
51,5101,BALI,Jembrana,51,5101,BALI,Kab. Jembrana,2022,34.04,29.1
51,5102,BALI,Tabanan,51,5102,BALI,Kab. Tabanan,2022,32.73,16.1
51,5103,BALI,Badung,51,5103,BALI,Kab. Badung,2021,25.05,25.2
51,5104,BALI,Gianyar,51,5104,BALI,Kab. Gianyar,2018,40.99,12.1
51,5105,BALI,Klungkung,51,5105,BALI,Kab. Klungkung,2022,19.22,21.4
51,5106,BALI,Bangli,51,5106,BALI,Kab. Bangli,2020,39.91,43.1
51,5107,BALI,Karang Asem,51,5107,BALI,Kab. Karangasem,2022,39.09,26.2
51,5108,BALI,Buleleng,51,5108,BALI,Kab. Buleleng,2019,35.66,20.5
51,5171,BALI,Kota Denpasar,51,5171,BALI,Kota Denpasar,2021,28.79,18.8
52,5201,NUSA TENGGARA BARAT,Lombok Barat,52,5201,NUSA TENGGARA BARAT,Kab. Lombok Barat,2018,46.89,33.6
52,5202,NUSA TENGGARA BARAT,Lombok Tengah,52,5202,NUSA TENGGARA BARAT,Kab. Lombok Tengah,2018,47.79,31.1
52,5203,NUSA TENGGARA BARAT,Lombok Timur,52,5203,NUSA TENGGARA BARAT,Kab. Lombok Timur,2018,43.77,43.5
52,5204,NUSA TENGGARA BARAT,Sumbawa,52,5204,NUSA TENGGARA BARAT,Kab. Sumbawa,2018,50.3,31.5
52,5205,NUSA TENGGARA BARAT,Dompu,52,5205,NUSA TENGGARA BARAT,Kab. Dompu,2018,47.78,33.8
52,5206,NUSA TENGGARA BARAT,Bima,52,5206,NUSA TENGGARA BARAT,Kab. Bima,2019,40.81,32
52,5207,NUSA TENGGARA BARAT,Sumbawa Barat,52,5207,NUSA TENGGARA BARAT,Kab. Sumbawa Barat,2019,32.18,18.3
52,5208,NUSA TENGGARA BARAT,Lombok Utara,52,5208,NUSA TENGGARA BARAT,Kab. Lombok Utara,2018,65.77,29.3
52,5271,NUSA TENGGARA BARAT,Kota Mataram,52,5271,NUSA TENGGARA BARAT,Kota Mataram,2021,38.87,24.5
52,5272,NUSA TENGGARA BARAT,Kota Bima,52,5272,NUSA TENGGARA BARAT,Kota Bima,2022,35.6,28.8
53,5301,NUSA TENGGARA TIMUR,Sumba Barat,53,5312,NUSA TENGGARA TIMUR,Kab. Sumba Barat,2018,55.35,47.8
53,5302,NUSA TENGGARA TIMUR,Sumba Timur,53,5311,NUSA TENGGARA TIMUR,Kab. Sumba Timur,2018,51.31,39.3
53,5303,NUSA TENGGARA TIMUR,Kupang,53,5301,NUSA TENGGARA TIMUR,Kab. Kupang,2019,46.22,41.4
53,5304,NUSA TENGGARA TIMUR,Timor Tengah Selatan,53,5302,NUSA TENGGARA TIMUR,Kab Timor Tengah Selatan,2018,70.43,56
53,5305,NUSA TENGGARA TIMUR,Timor Tengah Utara,53,5303,NUSA TENGGARA TIMUR,Kab. Timor Tengah Utara,2018,39.94,56.8
53,5306,NUSA TENGGARA TIMUR,Belu,53,5304,NUSA TENGGARA TIMUR,Kab. Belu,2019,38.57,46.8
53,5307,NUSA TENGGARA TIMUR,Alor,53,5305,NUSA TENGGARA TIMUR,Kab. Alor,2018,55.66,45.5
53,5308,NUSA TENGGARA TIMUR,Lembata,53,5313,NUSA TENGGARA TIMUR,Kab. Lembata,2018,55.08,43.1
53,5309,NUSA TENGGARA TIMUR,Flores Timur,53,5306,NUSA TENGGARA TIMUR,Kab. Flores Timur,2019,44.25,46.5
53,5310,NUSA TENGGARA TIMUR,Sikka,53,5307,NUSA TENGGARA TIMUR,Kab. Sikka,2019,41.26,33
53,5311,NUSA TENGGARA TIMUR,Ende,53,5308,NUSA TENGGARA TIMUR,Kab. Ende,2019,35.99,32.8
53,5312,NUSA TENGGARA TIMUR,Ngada,53,5309,NUSA TENGGARA TIMUR,Kab. Ngada,2018,62.14,34.7
53,5313,NUSA TENGGARA TIMUR,Manggarai,53,5310,NUSA TENGGARA TIMUR,Kab. Manggarai,2018,58.78,43.3
53,5314,NUSA TENGGARA TIMUR,Rote Ndao,53,5314,NUSA TENGGARA TIMUR,Kab. Rote Ndao,2018,55.38,44
53,5315,NUSA TENGGARA TIMUR,Manggarai Barat,53,5315,NUSA TENGGARA TIMUR,Kab. Manggarai Barat,2019,49.31,44.3
53,5316,NUSA TENGGARA TIMUR,Sumba Tengah,53,5317,NUSA TENGGARA TIMUR,Kab. Sumba Tengah,2018,63.61,45.4
53,5317,NUSA TENGGARA TIMUR,Sumba Barat Daya,53,5318,NUSA TENGGARA TIMUR,Kab. Sumba Barat Daya,2018,61.22,40
53,5318,NUSA TENGGARA TIMUR,Nagekeo,53,5316,NUSA TENGGARA TIMUR,Kab. Nagekeo,2019,44.33,36
53,5319,NUSA TENGGARA TIMUR,Manggarai Timur,53,5319,NUSA TENGGARA TIMUR,Kab. Manggarai Timur,2018,58.92,48.4
53,5320,NUSA TENGGARA TIMUR,Sabu Raijua,53,5320,NUSA TENGGARA TIMUR,Kab. Sabu Raijua,2018,62.49,46.5
53,5321,NUSA TENGGARA TIMUR,Malaka,53,5321,NUSA TENGGARA TIMUR,Kab. Malaka,2019,38.57,43
53,5371,NUSA TENGGARA TIMUR,Kota Kupang,53,5371,NUSA TENGGARA TIMUR,Kota Kupang,2022,36.77,23.3
61,6101,KALIMANTAN BARAT,Sambas,61,6101,KALIMANTAN BARAT,Kab. Sambas,2019,51.34,39
61,6102,KALIMANTAN BARAT,Bengkayang,61,6107,KALIMANTAN BARAT,Kab. Bengkayang,2022,33.35,31.9
61,6103,KALIMANTAN BARAT,Landak,61,6108,KALIMANTAN BARAT,Kab. Landak,2021,32.69,42
61,6104,KALIMANTAN BARAT,Mempawah,61,6102,KALIMANTAN BARAT,Kab. Mempawah,2022,39.72,33.4
61,6105,KALIMANTAN BARAT,Sanggau,61,6103,KALIMANTAN BARAT,Kab. Sanggau,2021,43.23,31.9
61,6106,KALIMANTAN BARAT,Ketapang,61,6104,KALIMANTAN BARAT,Kab. Ketapang,2018,34.83,42.7
61,6107,KALIMANTAN BARAT,Sintang,61,6105,KALIMANTAN BARAT,Kab. Sintang,2019,47.71,33.2
61,6108,KALIMANTAN BARAT,Kapuas Hulu,61,6106,KALIMANTAN BARAT,Kab. Kapuas Hulu,2020,36.8,40.6
61,6109,KALIMANTAN BARAT,Sekadau,61,6109,KALIMANTAN BARAT,Kab. Sekadau,2022,46.13,28.7
61,6110,KALIMANTAN BARAT,Melawi,61,6110,KALIMANTAN BARAT,Kab. Melawi,2020,27.81,40.8
61,6111,KALIMANTAN BARAT,Kayong Utara,61,6111,KALIMANTAN BARAT,Kab. Kayong Utara,2022,47.27,33.4
61,6112,KALIMANTAN BARAT,Kubu Raya,61,6112,KALIMANTAN BARAT,Kab. Kubu Raya,2021,39.65,24.8
61,6171,KALIMANTAN BARAT,Kota Pontianak,61,6171,KALIMANTAN BARAT,Kota Pontianak,2021,27.12,22.3
61,6172,KALIMANTAN BARAT,Kota Singkawang,61,6172,KALIMANTAN BARAT,Kota Singkawang,2022,31.55,26.6
62,6201,KALIMANTAN TENGAH,Kotawaringin Barat,62,6201,KALIMANTAN TENGAH,Kab. Kotawaringin Barat,2022,39.73,22.1
62,6202,KALIMANTAN TENGAH,Kotawaringin Timur,62,6202,KALIMANTAN TENGAH,Kab. Kotawaringin Timur,2019,36.88,48.8
62,6203,KALIMANTAN TENGAH,Kapuas,62,6203,KALIMANTAN TENGAH,Kab. Kapuas,2019,45.16,41.5
62,6204,KALIMANTAN TENGAH,Barito Selatan,62,6204,KALIMANTAN TENGAH,Kab. Barito Selatan,2020,46.35,40.2
62,6205,KALIMANTAN TENGAH,Barito Utara,62,6205,KALIMANTAN TENGAH,Kab. Barito Utara,2022,41.99,34.6
62,6206,KALIMANTAN TENGAH,Sukamara,62,6208,KALIMANTAN TENGAH,Kab. Sukamara,2022,40.94,24.9
62,6207,KALIMANTAN TENGAH,Lamandau,62,6209,KALIMANTAN TENGAH,Kab. Lamandau,2022,25.24,28.3
62,6208,KALIMANTAN TENGAH,Seruyan,62,6207,KALIMANTAN TENGAH,Kab. Seruyan,2022,30.43,21.8
62,6209,KALIMANTAN TENGAH,Katingan,62,6206,KALIMANTAN TENGAH,Kab. Katingan,2022,47.64,33.3
62,6210,KALIMANTAN TENGAH,Pulang Pisau,62,6211,KALIMANTAN TENGAH,Kab. Pulang Pisau,2022,46.05,32.1
62,6211,KALIMANTAN TENGAH,Gunung Mas,62,6210,KALIMANTAN TENGAH,Kab. Gunung Mas,2020,44.37,38.2
62,6212,KALIMANTAN TENGAH,Barito Timur,62,6213,KALIMANTAN TENGAH,Kab. Barito Timur,2018,54.84,42.1
62,6213,KALIMANTAN TENGAH,Murung Raya,62,6212,KALIMANTAN TENGAH,Kab. Murung Raya,2022,41.02,30.8
62,6271,KALIMANTAN TENGAH,Kota Palangka Raya,62,6271,KALIMANTAN TENGAH,Kota Palangkaraya,2022,40.32,22.9
63,6301,KALIMANTAN SELATAN,Tanah Laut,63,6301,KALIMANTAN SELATAN,Kab. Tanah Laut,2021,39.85,33.2
63,6302,KALIMANTAN SELATAN,Kota Baru,63,6302,KALIMANTAN SELATAN,Kab. Kotabaru,2021,47.88,28.6
63,6303,KALIMANTAN SELATAN,Banjar,63,6303,KALIMANTAN SELATAN,Kab. Banjar,2021,48.15,33.4
63,6304,KALIMANTAN SELATAN,Barito Kuala,63,6304,KALIMANTAN SELATAN,Kab. Barito Kuala,2021,47.64,34.1
63,6305,KALIMANTAN SELATAN,Tapin,63,6305,KALIMANTAN SELATAN,Kab. Tapin,2020,45.32,36
63,6306,KALIMANTAN SELATAN,Hulu Sungai Selatan,63,6306,KALIMANTAN SELATAN,Kab. Hulu Sungai Selatan,2022,49.85,35.1
63,6307,KALIMANTAN SELATAN,Hulu Sungai Tengah,63,6307,KALIMANTAN SELATAN,Kab. Hulu Sungai Tengah,2022,51.71,32.4
63,6308,KALIMANTAN SELATAN,Hulu Sungai Utara,63,6308,KALIMANTAN SELATAN,Kab. Hulu Sungai Utara,2018,56.03,37.7
63,6309,KALIMANTAN SELATAN,Tabalong,63,6309,KALIMANTAN SELATAN,Kab. Tabalong,2020,44.64,39.6
63,6310,KALIMANTAN SELATAN,Tanah Bumbu,63,6310,KALIMANTAN SELATAN,Kab. Tanah Bumbu,2019,44.93,28.6
63,6311,KALIMANTAN SELATAN,Balangan,63,6311,KALIMANTAN SELATAN,Kab. Balangan,2022,42.65,36.2
63,6371,KALIMANTAN SELATAN,Kota Banjarmasin,63,6371,KALIMANTAN SELATAN,Kota Banjarmasin,2021,35.79,28.8
63,6372,KALIMANTAN SELATAN,Kota Banjar Baru,63,6372,KALIMANTAN SELATAN,Kota Banjarbaru,2021,34.03,39.7
64,6401,KALIMANTAN TIMUR,Paser,64,6401,KALIMANTAN TIMUR,Kab. Paser,2022,25.47,27.5
64,6402,KALIMANTAN TIMUR,Kutai Barat,64,6407,KALIMANTAN TIMUR,Kab. Kutai Barat,2019,30.72,30
64,6403,KALIMANTAN TIMUR,Kutai Kartanegara,64,6402,KALIMANTAN TIMUR,Kab. Kutai Kartanegara,2020,26.09,35.7
64,6404,KALIMANTAN TIMUR,Kutai Timur,64,6408,KALIMANTAN TIMUR,Kab. Kutai Timur,2020,28.37,30.4
64,6405,KALIMANTAN TIMUR,Berau,64,6403,KALIMANTAN TIMUR,Kab. Berau,2022,21.67,31.7
64,6409,KALIMANTAN TIMUR,Penajam Paser Utara,64,6409,KALIMANTAN TIMUR,Kab. Penajam Paser Utara,2018,34.63,31.6
64,6411,KALIMANTAN TIMUR,Mahakam Hulu,64,6411,KALIMANTAN TIMUR,Kab. Mahakam Ulu,2022,30.72,32.8
64,6471,KALIMANTAN TIMUR,Kota Balikpapan,64,6471,KALIMANTAN TIMUR,Kota Balikpapan,2021,21.03,23.8
64,6472,KALIMANTAN TIMUR,Kota Samarinda,64,6472,KALIMANTAN TIMUR,Kota Samarinda,2021,24.92,26.3
64,6474,KALIMANTAN TIMUR,Kota Bontang,64,6474,KALIMANTAN TIMUR,Kota Bontang,2022,32.41,26.6
65,6501,KALIMANTAN UTARA,Malinau,65,6502,KALIMANTAN UTARA,Kab. Malinau,2018,40.27,24.6
65,6502,KALIMANTAN UTARA,Bulungan,65,6501,KALIMANTAN UTARA,Kab. Bulungan,2020,35.15,31.2
65,6503,KALIMANTAN UTARA,Tana Tidung,65,6504,KALIMANTAN UTARA,Kab. Tana Tidung,2022,19.97,37.6
65,6504,KALIMANTAN UTARA,Nunukan,65,6503,KALIMANTAN UTARA,Kab. Nunukan,2019,35.19,30.5
65,6571,KALIMANTAN UTARA,Kota Tarakan,65,6571,KALIMANTAN UTARA,Kota Tarakan,2022,36.35,22
71,7101,SULAWESI UTARA,Bolaang Mongondow,71,7101,SULAWESI UTARA,Kab. Bolaang Mongondow,2019,43.82,28.9
71,7102,SULAWESI UTARA,Minahasa,71,7102,SULAWESI UTARA,Kab. Minahasa,2022,35.51,20.1
71,7103,SULAWESI UTARA,Kepulauan Sangihe,71,7103,SULAWESI UTARA,Kab. Kepulauan Sangihe,2022,35.6,23
71,7104,SULAWESI UTARA,Kepulauan Talaud,71,7104,SULAWESI UTARA,Kab. Kepulauan Talaud,2022,31.71,23.6
71,7105,SULAWESI UTARA,Minahasa Selatan,71,7105,SULAWESI UTARA,Kab. Minahasa Selatan,2022,26.86,26.1
71,7106,SULAWESI UTARA,Minahasa Utara,71,7106,SULAWESI UTARA,Kab. Minahasa Utara,2020,31.17,35.4
71,7107,SULAWESI UTARA,Bolaang Mongondow Utara,71,7108,SULAWESI UTARA,Kab. Bolaang Mongondow Utara,2018,56.66,22.2
71,7108,SULAWESI UTARA,Siau Tagulandang Biaro,71,7109,SULAWESI UTARA,Kab. Kep. Siau Tagulandang Biaro,2022,38.45,19.5
71,7109,SULAWESI UTARA,Minahasa Tenggara,71,7107,SULAWESI UTARA,Kab. Minahasa Tenggara,2022,41.72,28
71,7110,SULAWESI UTARA,Bolaang Mongondow Selatan,71,7111,SULAWESI UTARA,Kab. Bolaang Mongondow Selatan,2020,47.88,33.3
71,7111,SULAWESI UTARA,Bolaang Mongondow Timur,71,7110,SULAWESI UTARA,Kab. Bolaang Mongondow Timur,2022,44.41,26.3
71,7171,SULAWESI UTARA,Kota Manado,71,7171,SULAWESI UTARA,Kota Manado,2022,34.93,19.8
71,7172,SULAWESI UTARA,Kota Bitung,71,7172,SULAWESI UTARA,Kota Bitung,2022,19.33,30
71,7173,SULAWESI UTARA,Kota Tomohon,71,7173,SULAWESI UTARA,Kota Tomohon,2022,27.16,19.2
71,7174,SULAWESI UTARA,Kota Kotamobagu,71,7174,SULAWESI UTARA,Kota Kotamobagu,2022,38.1,29
72,7201,SULAWESI TENGAH,Banggai Kepulauan,72,7207,SULAWESI TENGAH,Kab. Banggai Kepulauan,2021,51.64,40.5
72,7202,SULAWESI TENGAH,Banggai,72,7201,SULAWESI TENGAH,Kab. Banggai,2018,35.39,31.9
72,7203,SULAWESI TENGAH,Morowali,72,7206,SULAWESI TENGAH,Kab. Morowali,2020,49.38,34.8
72,7204,SULAWESI TENGAH,Poso,72,7202,SULAWESI TENGAH,Kab. Poso,2022,39.37,26.2
72,7205,SULAWESI TENGAH,Donggala,72,7203,SULAWESI TENGAH,Kab. Donggala,2022,39.13,36
72,7206,SULAWESI TENGAH,Toli-toli,72,7204,SULAWESI TENGAH,Kab. Toli Toli,2022,39.59,31.7
72,7207,SULAWESI TENGAH,Buol,72,7205,SULAWESI TENGAH,Kab. Buol,2022,49.74,34.2
72,7208,SULAWESI TENGAH,Parigi Moutong,72,7208,SULAWESI TENGAH,Kab. Parigi Moutong,2019,42.52,33.7
72,7209,SULAWESI TENGAH,Tojo Una-una,72,7209,SULAWESI TENGAH,Kab. Tojo Una Una,2022,41.83,26.2
72,7210,SULAWESI TENGAH,Sigi,72,7210,SULAWESI TENGAH,Kab. Sigi,2020,37.47,43
72,7211,SULAWESI TENGAH,Banggai Laut,72,7211,SULAWESI TENGAH,Kab. Banggai Laut,2022,51.64,34.2
72,7212,SULAWESI TENGAH,Morowali Utara,72,7212,SULAWESI TENGAH,Kab. Morowali Utara,2022,49.38,28.5
72,7271,SULAWESI TENGAH,Kota Palu,72,7271,SULAWESI TENGAH,Kota Palu,2022,35.58,24.1
73,7301,SULAWESI SELATAN,Kepulauan Selayar,73,7301,SULAWESI SELATAN,Kab. Kepulauan Selayar,2020,40.74,46
73,7302,SULAWESI SELATAN,Bulukumba,73,7302,SULAWESI SELATAN,Kab. Bulukumba,2021,42.99,36.2
73,7303,SULAWESI SELATAN,Bantaeng,73,7303,SULAWESI SELATAN,Kab. Bantaeng,2022,42.2,21
73,7304,SULAWESI SELATAN,Jeneponto,73,7304,SULAWESI SELATAN,Kab. Jeneponto,2020,40.53,41.3
73,7305,SULAWESI SELATAN,Takalar,73,7305,SULAWESI SELATAN,Kab. Takalar,2020,44.95,40.6
73,7306,SULAWESI SELATAN,Gowa,73,7306,SULAWESI SELATAN,Kab. Gowa,2020,44.73,44.5
73,7307,SULAWESI SELATAN,Sinjai,73,7307,SULAWESI SELATAN,Kab. Sinjai,2020,41.56,42.2
73,7308,SULAWESI SELATAN,Maros,73,7309,SULAWESI SELATAN,Kab. Maros,2021,37.9,34.9
73,7309,SULAWESI SELATAN,Pangkajene Dan Kepulauan,73,7310,SULAWESI SELATAN,Kab. Pangkajene Kepulauan,2020,45.99,50.5
73,7310,SULAWESI SELATAN,Barru,73,7311,SULAWESI SELATAN,Kab. Barru,2022,35.41,34.1
73,7311,SULAWESI SELATAN,Bone,73,7308,SULAWESI SELATAN,Kab. Bone,2019,43.65,37.3
73,7312,SULAWESI SELATAN,Soppeng,73,7312,SULAWESI SELATAN,Kab. Soppeng,2022,30.53,35.5
73,7313,SULAWESI SELATAN,Wajo,73,7313,SULAWESI SELATAN,Kab. Wajo,2021,32.48,32.2
73,7314,SULAWESI SELATAN,Sidenreng Rappang,73,7314,SULAWESI SELATAN,Kab. Sidenreng Rappang,2022,34.52,31.7
73,7315,SULAWESI SELATAN,Pinrang,73,7315,SULAWESI SELATAN,Kab. Pinrang,2020,51.81,43.6
73,7316,SULAWESI SELATAN,Enrekang,73,7316,SULAWESI SELATAN,Kab. Enrekang,2018,53.73,42.7
73,7317,SULAWESI SELATAN,Luwu,73,7317,SULAWESI SELATAN,Kab. Luwu,2021,46.58,30.3
73,7318,SULAWESI SELATAN,Tana Toraja,73,7318,SULAWESI SELATAN,Kab. Tana Toraja,2020,49.25,47
73,7322,SULAWESI SELATAN,Luwu Utara,73,7322,SULAWESI SELATAN,Kab. Luwu Utara,2021,45.13,34.7
73,7325,SULAWESI SELATAN,Luwu Timur,73,7324,SULAWESI SELATAN,Kab. Luwu Timur,2022,36.91,25.3
73,7326,SULAWESI SELATAN,Toraja Utara,73,7326,SULAWESI SELATAN,Kab. Toraja Utara,2020,44.67,40.7
73,7371,SULAWESI SELATAN,Kota Makassar,73,7371,SULAWESI SELATAN,Kota Makassar,2021,34.69,25.3
73,7372,SULAWESI SELATAN,Kota Parepare,73,7372,SULAWESI SELATAN,Kota Pare Pare,2022,39.59,23.3
73,7373,SULAWESI SELATAN,Kota Palopo,73,7373,SULAWESI SELATAN,Kota Palopo,2022,33.63,36
74,7401,SULAWESI TENGGARA,Buton,74,7404,SULAWESI TENGGARA,Kab. Buton,2018,49.61,34.9
74,7402,SULAWESI TENGGARA,Muna,74,7403,SULAWESI TENGGARA,Kab. Muna,2020,41.93,26.8
74,7403,SULAWESI TENGGARA,Konawe,74,7402,SULAWESI TENGGARA,Kab. Konawe,2022,45.09,29.4
74,7404,SULAWESI TENGGARA,Kolaka,74,7401,SULAWESI TENGGARA,Kab. Kolaka,2019,47.05,28.7
74,7405,SULAWESI TENGGARA,Konawe Selatan,74,7405,SULAWESI TENGGARA,Kab. Konawe Selatan,2022,37.22,28
74,7406,SULAWESI TENGGARA,Bombana,74,7406,SULAWESI TENGGARA,Kab. Bombana,2022,45.16,33.9
74,7407,SULAWESI TENGGARA,Wakatobi,74,7407,SULAWESI TENGGARA,Kab. Wakatobi,2020,11.06,29.1
74,7408,SULAWESI TENGGARA,Kolaka Utara,74,7408,SULAWESI TENGGARA,Kab. Kolaka Utara,2022,45.73,30.6
74,7409,SULAWESI TENGGARA,Buton Utara,74,7410,SULAWESI TENGGARA,Kab. Buton Utara,2022,44.29,37.1
74,7410,SULAWESI TENGGARA,Konawe Utara,74,7409,SULAWESI TENGGARA,Kab. Konawe Utara,2022,33.29,37.7
74,7411,SULAWESI TENGGARA,Kolaka Timur,74,7411,SULAWESI TENGGARA,Kab. Kolaka Timur,2020,47.05,17.6
74,7412,SULAWESI TENGGARA,Konawe Kepulauan,74,7412,SULAWESI TENGGARA,Kab. Konawe Kepulauan,2021,45.09,38.9
74,7413,SULAWESI TENGGARA,Muna Barat,74,7413,SULAWESI TENGGARA,Kab. Muna Barat,2022,41.93,31.3
74,7414,SULAWESI TENGGARA,Buton Tengah,74,7414,SULAWESI TENGGARA,Kab. Buton Tengah,2022,49.61,19.2
74,7415,SULAWESI TENGGARA,Buton Selatan,74,7415,SULAWESI TENGGARA,Kab. Buton Selatan,2020,49.61,34.8
74,7471,SULAWESI TENGGARA,Kota Kendari,74,7471,SULAWESI TENGGARA,Kota Kendari,2022,40.37,22.7
74,7472,SULAWESI TENGGARA,Kota Baubau,74,7472,SULAWESI TENGGARA,Kota Bau Bau,2022,48.67,37.2
75,7501,GORONTALO,Boalemo,75,7502,GORONTALO,Kab. Boalemo,2018,39.37,44.8
75,7502,GORONTALO,Gorontalo,75,7501,GORONTALO,Kab. Gorontalo,2018,42.62,34.6
75,7503,GORONTALO,Pohuwato,75,7504,GORONTALO,Kab. Pahuwato,2019,37.14,23.6
75,7504,GORONTALO,Bone Bolango,75,7503,GORONTALO,Kab. Bone Bolango,2020,46.28,29.1
75,7505,GORONTALO,Gorontalo Utara,75,7505,GORONTALO,Kab. Gorontalo Utara,2022,31.31,33.3
75,7571,GORONTALO,Kota Gorontalo,75,7571,GORONTALO,Kota Gorontalo,2022,33.03,27.4
76,7601,SULAWESI BARAT,Majene,76,7605,SULAWESI BARAT,Kab. Majene,2018,58.62,45.9
76,7602,SULAWESI BARAT,Polewali Mandar,76,7604,SULAWESI BARAT,Kab. Polewali Mandar,2018,48.48,38.2
76,7603,SULAWESI BARAT,Mamasa,76,7603,SULAWESI BARAT,Kab. Mamasa,2019,37.59,43.2
76,7604,SULAWESI BARAT,Mamuju,76,7602,SULAWESI BARAT,Kab. Mamuju,2018,47.26,46.5
76,7605,SULAWESI BARAT,Mamuju Utara,76,7601,SULAWESI BARAT,Kab. Mamuju Utara,2022,47.82,34.8
76,7606,SULAWESI BARAT,Mamuju Tengah,76,7606,SULAWESI BARAT,Kab. Mamuju Tengah,2020,47.26,41.6
81,8101,MALUKU,Maluku Tenggara Barat,81,8103,MALUKU,Kab Maluku Tenggara Barat,2022,33.45,28.8
81,8102,MALUKU,Maluku Tenggara,81,8102,MALUKU,Kab. Maluku Tenggara,2020,37.97,31.1
